DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2005,650.693,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2006,761.383,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2007,1294.164,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2008,1058.460,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2009,438.507,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2010,482.011,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2011,0.000,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2012,74.036,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2013,353.744,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2014,356.778,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2015,616.392,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2016,140.531,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2017,0.117,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2018,116.800,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2019,318.875,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2020,1337.334,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2021,4035.538,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2022,0.000,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2023,64.162,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Denmark,2024,90.817,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2005,292.917,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2006,261.250,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2007,316.667,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2008,221.667,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2009,205.833,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2010,166.250,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2011,197.917,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2012,189.628,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2013,158.333,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2014,205.833,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2015,63.333,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2016,102.917,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2017,150.417,,
ESTAT:NRG_BAL_C(1.0),06/03/26 23:00:00,Annual,Exports,Solid fossil fuels,Gigawatt-hour,Estonia,2018,102.917,,
